signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2025-07-18T02:45:00+07:00,2025-07-18T02:55:00+07:00,SELL,3338.02,3339.01,3331.63,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T03:05:00+07:00,2025-07-18T03:15:00+07:00,SELL,3339.41,3340.26,3332.52,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T08:05:00+07:00,2025-07-18T08:15:00+07:00,BUY,3339.95,3339.21,3345.78,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T08:30:00+07:00,2025-07-18T08:40:00+07:00,BUY,3338.62,3337.96,3344.17,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T08:45:00+07:00,2025-07-18T08:55:00+07:00,BUY,3339.02,3337.96,3347.59,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T09:00:00+07:00,2025-07-18T09:05:00+07:00,BUY,3339.02,3337.96,3347.68,SL,-1.26,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T10:05:00+07:00,2025-07-18T10:10:00+07:00,SELL,3340.66,3341.33,3335.12,SL,-0.87,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T10:40:00+07:00,2025-07-18T10:50:00+07:00,BUY,3339.68,3336.66,3363.75,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T11:40:00+07:00,2025-07-18T12:00:00+07:00,SELL,3336.01,3338.62,3315.04,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T12:05:00+07:00,2025-07-18T12:20:00+07:00,SELL,3336.16,3336.74,3330.8,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T12:45:00+07:00,2025-07-18T12:55:00+07:00,SELL,3336.02,3336.64,3330.88,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T13:10:00+07:00,2025-07-18T13:20:00+07:00,SELL,3339.55,3340.25,3334.04,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T14:10:00+07:00,2025-07-18T14:20:00+07:00,SELL,3337.04,3338.83,3322.63,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T14:30:00+07:00,2025-07-18T14:35:00+07:00,SELL,3339.16,3340.49,3328.61,SL,-1.53,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T14:55:00+07:00,2025-07-18T15:05:00+07:00,SELL,3342.11,3342.91,3335.62,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-18T16:35:00+07:00,2025-07-18T16:55:00+07:00,BUY,3347.79,3346.1,3361.4,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T18:00:00+07:00,2025-07-18T18:05:00+07:00,BUY,3349.67,3348.89,3355.82,SL,-0.98,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T18:15:00+07:00,2025-07-18T18:55:00+07:00,BUY,3349.92,3347.67,3368.46,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T19:55:00+07:00,2025-07-18T21:30:00+07:00,BUY,3354.37,3351.87,3374.55,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-18T22:05:00+07:00,2025-07-18T22:35:00+07:00,SELL,3356.76,3360.07,3330.46,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-19T00:40:00+07:00,2025-07-19T00:50:00+07:00,BUY,3354.49,3351.0,3382.5,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T01:40:00+07:00,2025-07-19T01:50:00+07:00,BUY,3351.52,3350.34,3361.05,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T02:05:00+07:00,2025-07-19T02:10:00+07:00,BUY,3351.21,3350.49,3356.16,SL,-0.92,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T02:15:00+07:00,2025-07-19T02:45:00+07:00,BUY,3351.1,3350.1,3360.09,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T02:50:00+07:00,2025-07-19T03:00:00+07:00,BUY,3351.24,3350.12,3360.56,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T03:10:00+07:00,2025-07-19T03:20:00+07:00,BUY,3351.45,3350.65,3357.94,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-19T04:10:00+07:00,2025-07-19T04:25:00+07:00,SELL,3349.92,3350.93,3341.75,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-21T08:00:00+07:00,2025-07-21T08:05:00+07:00,SELL,3348.75,3349.64,3341.54,SL,-1.09,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-21T08:55:00+07:00,2025-07-21T11:35:00+07:00,BUY,3352.02,3349.84,3370.63,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-21T11:40:00+07:00,2025-07-21T11:45:00+07:00,BUY,3352.49,3351.36,3361.44,SL,-1.33,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-21T12:10:00+07:00,2025-07-21T12:45:00+07:00,BUY,3351.26,3350.57,3357.32,TP,5.86,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-21T14:50:00+07:00,2025-07-21T15:00:00+07:00,BUY,3369.02,3366.17,3391.64,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-21T18:05:00+07:00,2025-07-21T19:00:00+07:00,SELL,3367.07,3368.23,3357.88,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-21T23:35:00+07:00,2025-07-21T23:45:00+07:00,BUY,3396.75,3395.36,3409.04,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T00:25:00+07:00,2025-07-22T00:35:00+07:00,BUY,3396.93,3395.94,3404.58,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T02:30:00+07:00,2025-07-22T02:40:00+07:00,BUY,3394.02,3392.55,3405.69,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T03:25:00+07:00,2025-07-22T03:30:00+07:00,SELL,3398.23,3399.44,3389.36,SL,-1.41,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T03:55:00+07:00,2025-07-22T06:05:00+07:00,SELL,3398.71,3399.87,3389.52,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T08:20:00+07:00,2025-07-22T08:30:00+07:00,SELL,3393.39,3397.62,3359.64,SL,-4.43,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T08:35:00+07:00,2025-07-22T08:45:00+07:00,BUY,3394.64,3390.15,3430.47,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T10:10:00+07:00,2025-07-22T10:20:00+07:00,SELL,3389.13,3393.07,3357.07,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T11:05:00+07:00,2025-07-22T11:20:00+07:00,BUY,3390.35,3387.23,3415.22,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T12:55:00+07:00,2025-07-22T13:00:00+07:00,SELL,3391.28,3391.75,3386.26,SL,-0.67,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T13:20:00+07:00,2025-07-22T13:30:00+07:00,BUY,3388.03,3386.84,3397.37,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T14:10:00+07:00,2025-07-22T14:20:00+07:00,BUY,3385.88,3384.36,3398.13,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T18:50:00+07:00,2025-07-22T19:05:00+07:00,BUY,3387.44,3385.97,3398.57,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-22T19:10:00+07:00,2025-07-22T19:20:00+07:00,SELL,3388.33,3388.98,3382.86,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T19:35:00+07:00,2025-07-22T19:40:00+07:00,SELL,3388.78,3389.41,3383.56,SL,-0.83,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-22T22:10:00+07:00,2025-07-22T22:20:00+07:00,SELL,3415.81,3420.55,3377.8,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T00:15:00+07:00,2025-07-23T00:25:00+07:00,BUY,3427.81,3423.47,3462.35,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T01:20:00+07:00,2025-07-23T02:15:00+07:00,SELL,3430.39,3433.75,3403.42,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T02:20:00+07:00,2025-07-23T02:35:00+07:00,SELL,3430.29,3431.17,3423.16,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T02:50:00+07:00,2025-07-23T03:15:00+07:00,SELL,3429.13,3431.12,3413.12,SL,-2.19,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T03:30:00+07:00,2025-07-23T03:40:00+07:00,SELL,3431.35,3432.16,3424.6,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T04:15:00+07:00,2025-07-23T04:25:00+07:00,BUY,3430.54,3429.49,3439.03,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T04:30:00+07:00,2025-07-23T07:10:00+07:00,SELL,3431.1,3432.75,3417.81,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T07:40:00+07:00,2025-07-23T07:45:00+07:00,BUY,3428.5,3427.4,3436.13,SL,-1.3,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T10:40:00+07:00,2025-07-23T10:45:00+07:00,SELL,3421.62,3423.93,3402.69,SL,-2.51,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T12:10:00+07:00,2025-07-23T12:20:00+07:00,BUY,3422.93,3421.77,3431.67,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T12:30:00+07:00,2025-07-23T12:40:00+07:00,BUY,3422.84,3421.77,3431.22,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T12:45:00+07:00,2025-07-23T12:55:00+07:00,SELL,3423.44,3425.36,3408.17,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T13:00:00+07:00,2025-07-23T14:10:00+07:00,SELL,3423.4,3424.31,3415.67,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T14:15:00+07:00,2025-07-23T14:25:00+07:00,SELL,3424.01,3424.7,3418.04,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T14:35:00+07:00,2025-07-23T15:45:00+07:00,BUY,3421.15,3418.85,3439.46,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T16:10:00+07:00,2025-07-23T16:20:00+07:00,SELL,3425.03,3428.07,3400.8,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T17:40:00+07:00,2025-07-23T17:50:00+07:00,BUY,3431.04,3428.08,3455.89,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T18:15:00+07:00,2025-07-23T18:20:00+07:00,BUY,3423.88,3422.98,3430.81,SL,-1.1,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T19:05:00+07:00,2025-07-23T19:15:00+07:00,BUY,3421.32,3420.25,3430.78,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T19:30:00+07:00,2025-07-23T19:35:00+07:00,SELL,3426.84,3427.52,3421.94,SL,-0.88,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T19:40:00+07:00,2025-07-23T19:45:00+07:00,SELL,3428.7,3429.6,3422.49,SL,-1.1,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T19:50:00+07:00,2025-07-23T20:00:00+07:00,SELL,3428.64,3429.99,3417.39,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T20:05:00+07:00,2025-07-23T20:20:00+07:00,SELL,3428.67,3430.11,3416.97,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T20:25:00+07:00,2025-07-23T20:30:00+07:00,BUY,3425.76,3424.0,3439.39,SL,-1.96,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T20:35:00+07:00,2025-07-23T20:45:00+07:00,BUY,3424.66,3422.74,3439.93,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-23T22:00:00+07:00,2025-07-23T22:05:00+07:00,SELL,3416.71,3417.46,3409.72,SL,-0.95,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T22:10:00+07:00,2025-07-23T22:40:00+07:00,SELL,3416.72,3420.32,3388.01,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-23T23:35:00+07:00,2025-07-23T23:40:00+07:00,BUY,3411.4,3410.13,3421.47,SL,-1.47,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-24T00:50:00+07:00,2025-07-24T01:00:00+07:00,BUY,3386.45,3381.07,3429.85,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-24T01:05:00+07:00,2025-07-24T01:25:00+07:00,BUY,3386.55,3381.19,3430.06,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-24T01:30:00+07:00,2025-07-24T01:40:00+07:00,BUY,3387.89,3385.16,3409.91,BE,-0.2,S418 BUY ICT Confluence 8R score=20,concepts=FVG buy=20 sell=0
2025-07-24T01:50:00+07:00,2025-07-24T02:00:00+07:00,SELL,3392.02,3395.1,3367.65,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-24T02:05:00+07:00,2025-07-24T02:15:00+07:00,SELL,3393.38,3395.1,3380.07,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-24T02:20:00+07:00,2025-07-24T02:35:00+07:00,SELL,3395.46,3396.25,3389.05,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
2025-07-24T02:40:00+07:00,2025-07-24T02:55:00+07:00,SELL,3393.49,3396.2,3371.54,BE,-0.2,S418 SELL ICT Confluence 8R score=20,concepts=FVG buy=0 sell=20
