days,date,total
90,2026-02-09,947.3148
90,2026-02-10,0.0
90,2026-02-11,1051.33974
90,2026-02-12,792.4721
90,2026-02-13,466.967
90,2026-02-16,658.97482
90,2026-02-17,-738.05056
90,2026-02-18,-2.45244
90,2026-02-19,2027.56049
90,2026-02-20,2862.68278
90,2026-02-21,500.13
90,2026-02-23,2391.91437
90,2026-02-24,174.15738
90,2026-02-25,-999.90598
90,2026-02-26,1843.67508
90,2026-02-27,-999.90825
90,2026-02-28,211.24
90,2026-03-02,2893.39836
90,2026-03-03,2843.836
90,2026-03-04,1659.56584
90,2026-03-05,852.99738
90,2026-03-06,264.43229
90,2026-03-07,46.62
90,2026-03-09,-958.0821
90,2026-03-10,496.13025
90,2026-03-11,957.65076
90,2026-03-12,-829.31876
90,2026-03-13,388.77024
90,2026-03-16,441.91776
90,2026-03-17,94.09467
90,2026-03-18,1414.74984
90,2026-03-19,500.68074
90,2026-03-20,-311.02
90,2026-03-21,35.2
90,2026-03-23,534.16
90,2026-03-24,2758.3578
90,2026-03-25,-975.54402
90,2026-03-26,775.72212
90,2026-03-27,582.549
90,2026-03-30,745.4758
90,2026-03-31,564.13986
90,2026-04-01,2043.51165
90,2026-04-02,2073.476
90,2026-04-03,-151.4205
90,2026-04-06,1158.05273
90,2026-04-07,898.7109
90,2026-04-08,393.06722
90,2026-04-09,681.68754
90,2026-04-10,131.95862
90,2026-04-11,-13.96
90,2026-04-13,-209.43412
90,2026-04-14,1971.37288
90,2026-04-15,-92.77652
90,2026-04-16,-539.48687
90,2026-04-17,1417.55677
90,2026-04-18,109.92
90,2026-04-20,1478.69373
90,2026-04-21,2188.94426
90,2026-04-22,-577.80307
90,2026-04-23,1571.12357
90,2026-04-24,2458.81324
90,2026-04-25,-42.15
90,2026-04-27,1858.71577
90,2026-04-28,1449.53791
90,2026-04-29,986.96136
90,2026-04-30,-304.31081
90,2026-05-01,2220.18709
90,2026-05-04,2503.08391
90,2026-05-05,722.28867
90,2026-05-06,-376.32273
90,2026-05-07,243.90104
90,2026-05-08,1353.86283
90,2026-05-09,75.97
90,2026-05-11,376.50811
90,2026-05-12,1057.79511
90,2026-05-13,1973.75428
90,2026-05-14,2639.24947
90,2026-05-15,2144.11843
90,2026-05-16,-34.79
90,2026-05-18,185.60715
90,2026-05-19,1029.07622
90,2026-05-20,830.99443
90,2026-05-21,273.64499
90,2026-05-22,25.74307
90,2026-05-23,-29.07
90,2026-05-25,1266.76627
90,2026-05-26,359.07959
90,2026-05-27,2766.52539
90,2026-05-28,1237.34612
