signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-20T08:15:00+07:00,2026-05-20T08:20:00+07:00,SELL,4486.59,4491.06,4450.38,SL,-4.67,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.82; abnormal return z=2.13 reclaimed in anti-persistent regime
2026-05-28T08:20:00+07:00,2026-05-28T08:35:00+07:00,SELL,4448.9,4454.41,4404.26,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.66; abnormal return z=4.15 reclaimed in anti-persistent regime
2026-05-29T08:45:00+07:00,2026-05-29T09:00:00+07:00,SELL,4495.82,4498.85,4471.27,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.65; abnormal return z=2.36 reclaimed in anti-persistent regime
2026-06-09T08:15:00+07:00,2026-06-09T09:00:00+07:00,SELL,4321.88,4324.07,4304.14,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.87; abnormal return z=2.19 reclaimed in anti-persistent regime
2026-06-10T09:20:00+07:00,2026-06-10T13:50:00+07:00,SELL,4206.3,4217.48,4115.74,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.63; abnormal return z=2.17 reclaimed in anti-persistent regime
2026-06-16T10:35:00+07:00,2026-06-16T10:55:00+07:00,SELL,4315.75,4318.57,4292.9,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.85; abnormal return z=2.40 reclaimed in anti-persistent regime
2026-06-22T17:10:00+07:00,2026-06-22T17:30:00+07:00,SELL,4206.34,4209.8,4178.31,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.66; abnormal return z=2.41 reclaimed in anti-persistent regime
2026-06-30T22:25:00+07:00,2026-07-01T04:30:00+07:00,SELL,4058.32,4064.12,4011.34,TP,46.78,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.77; abnormal return z=3.24 reclaimed in anti-persistent regime
2026-07-14T09:20:00+07:00,2026-07-14T09:40:00+07:00,SELL,4000.22,4005.45,3957.85,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.82; abnormal return z=3.08 reclaimed in anti-persistent regime
2026-07-14T19:25:00+07:00,2026-07-14T19:30:00+07:00,SELL,4026.55,4028.65,4009.54,SL,-2.3,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.66; abnormal return z=2.35 reclaimed in anti-persistent regime
2026-07-16T15:50:00+07:00,2026-07-16T16:00:00+07:00,SELL,4028.77,4032.11,4001.71,SL,-3.54,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.65; abnormal return z=2.30 reclaimed in anti-persistent regime
2026-07-17T21:05:00+07:00,2026-07-17T21:20:00+07:00,SELL,3971.74,3976.37,3934.23,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.86; abnormal return z=3.04 reclaimed in anti-persistent regime
