signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-20T22:35:00+07:00,2026-01-20T22:45:00+07:00,SELL,4728.74,4736.3,4667.5,SL,-7.76,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.69; abnormal return z=2.38 reclaimed in anti-persistent regime
2026-02-04T00:20:00+07:00,2026-02-04T02:05:00+07:00,SELL,4961.15,4971.02,4881.2,TP,79.75,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.77; abnormal return z=2.27 reclaimed in anti-persistent regime
2026-02-04T19:35:00+07:00,2026-02-04T20:30:00+07:00,SELL,5056.92,5064.04,4999.24,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.72; abnormal return z=2.54 reclaimed in anti-persistent regime
2026-02-13T14:20:00+07:00,2026-02-13T14:30:00+07:00,SELL,4970.08,4977.16,4912.73,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.58; abnormal return z=2.84 reclaimed in anti-persistent regime
2026-02-20T15:05:00+07:00,2026-02-20T15:15:00+07:00,SELL,5011.43,5016.82,4967.77,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.67; abnormal return z=2.48 reclaimed in anti-persistent regime
2026-04-08T21:50:00+07:00,2026-04-08T22:00:00+07:00,SELL,4780.14,4789.48,4704.48,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.80; abnormal return z=2.50 reclaimed in anti-persistent regime
2026-04-09T15:40:00+07:00,2026-04-09T16:20:00+07:00,SELL,4725.69,4732.14,4673.44,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.76; abnormal return z=2.53 reclaimed in anti-persistent regime
2026-04-22T20:05:00+07:00,2026-04-22T20:25:00+07:00,SELL,4754.12,4757.76,4724.63,SL,-3.84,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.78; abnormal return z=2.92 reclaimed in anti-persistent regime
2026-05-14T09:50:00+07:00,2026-05-14T10:00:00+07:00,SELL,4689.11,4695.69,4635.81,BE,-0.2,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.83; abnormal return z=2.23 reclaimed in anti-persistent regime
2026-05-20T08:15:00+07:00,2026-05-20T08:20:00+07:00,SELL,4486.59,4491.06,4450.38,SL,-4.67,S187 SELL Bearish Variance-Ratio Reclaim 8.1R,Bearish-only anti-persistent edge; Variance ratio=0.82; abnormal return z=2.13 reclaimed in anti-persistent regime
