days,date,total
550,2024-05-28,1097.59369
550,2024-05-29,4237.21306
550,2024-05-30,-314.40406
550,2024-05-31,1505.67026
550,2024-06-03,2435.1838
550,2024-06-04,-999.99677
550,2024-06-05,329.27723
550,2024-06-06,-618.06388
550,2024-06-07,-999.99872
550,2024-06-10,4339.86615
550,2024-06-11,-408.84606
550,2024-06-12,3466.49872
550,2024-06-13,1165.11967
550,2024-06-14,2967.49276
550,2024-06-17,-587.78222
550,2024-06-18,355.33566
550,2024-06-19,106.35752
550,2024-06-20,71.53326
550,2024-06-21,5762.10588
550,2024-06-24,1863.30171
550,2024-06-25,-697.64951
550,2024-06-26,4302.63284
550,2024-06-27,4103.70192
550,2024-06-28,-901.98177
550,2024-07-01,-935.76008
550,2024-07-02,-999.99316
550,2024-07-03,8223.47015
550,2024-07-04,1977.33654
550,2024-07-05,626.75312
550,2024-07-06,0.0
550,2024-07-08,8115.11245
550,2024-07-09,-999.99646
550,2024-07-10,4011.62744
550,2024-07-11,4411.32012
550,2024-07-12,4439.14344
550,2024-07-15,-315.51907
550,2024-07-16,4450.36082
550,2024-07-17,-999.99713
550,2024-07-18,2209.0483
550,2024-07-19,1005.72443
550,2024-07-22,5327.44571
550,2024-07-23,-890.51994
550,2024-07-24,-771.58038
550,2024-07-25,2671.13862
550,2024-07-26,3194.30487
550,2024-07-29,5339.64977
550,2024-07-30,922.03547
550,2024-07-31,-616.8639
550,2024-08-01,1315.28259
550,2024-08-02,-999.99562
550,2024-08-05,608.6774
550,2024-08-06,-999.99982
550,2024-08-07,4171.35443
550,2024-08-08,-818.85125
550,2024-08-09,2655.01799
550,2024-08-12,-878.94231
550,2024-08-13,3218.02528
550,2024-08-14,-999.99587
550,2024-08-15,361.36624
550,2024-08-16,2956.6849
550,2024-08-19,5829.50272
550,2024-08-20,402.67468
550,2024-08-21,3543.13757
550,2024-08-22,-999.99604
550,2024-08-23,-999.9996
550,2024-08-26,2045.09764
550,2024-08-27,1560.64967
550,2024-08-28,2204.77745
550,2024-08-29,3923.04032
550,2024-08-30,3147.66141
550,2024-09-02,658.7211
550,2024-09-03,56.58817
550,2024-09-04,5204.22226
550,2024-09-05,810.60517
550,2024-09-06,-999.99348
550,2024-09-09,338.17356
550,2024-09-10,3503.1473
550,2024-09-11,-958.04905
550,2024-09-12,2623.12442
550,2024-09-13,-99.64064
550,2024-09-16,4306.11093
550,2024-09-17,-999.99739
550,2024-09-18,-999.9972
550,2024-09-19,366.40138
550,2024-09-20,-586.80543
550,2024-09-23,752.52543
550,2024-09-24,3992.0085
550,2024-09-25,3989.06071
550,2024-09-26,6287.50346
550,2024-09-27,1782.61697
550,2024-09-30,2249.954
550,2024-10-01,6366.02243
550,2024-10-02,462.01512
550,2024-10-03,7227.34063
550,2024-10-04,989.04005
550,2024-10-07,589.85058
550,2024-10-08,3352.73026
550,2024-10-09,-892.15034
550,2024-10-10,-825.48631
550,2024-10-11,10272.78599
550,2024-10-14,122.11891
550,2024-10-15,3985.75233
550,2024-10-16,-497.13972
550,2024-10-17,-894.02379
550,2024-10-18,1095.74655
550,2024-10-21,-856.04162
550,2024-10-22,5735.86896
550,2024-10-23,158.06009
550,2024-10-24,2240.44135
550,2024-10-25,4542.91842
550,2024-10-28,5129.6223
550,2024-10-29,-662.84575
550,2024-10-30,2209.28448
550,2024-10-31,3793.64721
550,2024-11-01,4722.43362
550,2024-11-04,3790.69879
550,2024-11-05,1911.33926
550,2024-11-06,1608.87758
550,2024-11-07,1129.14954
550,2024-11-08,4317.82982
550,2024-11-11,-854.91673
550,2024-11-12,2775.7912
550,2024-11-13,1361.14171
550,2024-11-14,-589.22017
550,2024-11-15,-999.99755
550,2024-11-18,1755.0087
550,2024-11-19,-999.9954
550,2024-11-20,-895.37439
550,2024-11-21,-999.99544
550,2024-11-22,3315.87938
550,2024-11-25,404.10672
550,2024-11-26,2446.31025
550,2024-11-27,6328.14085
550,2024-11-28,-999.99541
550,2024-11-29,797.77876
550,2024-12-02,5006.0559
550,2024-12-03,8468.76612
550,2024-12-04,-665.70539
550,2024-12-05,4972.55307
550,2024-12-06,6489.79155
550,2024-12-07,0.0
550,2024-12-09,3304.75672
550,2024-12-10,882.40683
550,2024-12-11,4449.92585
550,2024-12-12,-999.99528
550,2024-12-13,-999.98515
550,2024-12-14,0.0
550,2024-12-16,-210.79406
550,2024-12-17,-999.99756
550,2024-12-18,4719.17844
550,2024-12-19,-317.16499
550,2024-12-20,2736.52997
550,2024-12-23,-999.99711
550,2024-12-24,-999.9968
550,2024-12-26,132.31541
550,2024-12-27,-999.99991
550,2024-12-30,1122.9204
550,2024-12-31,-999.99505
550,2025-01-02,-999.99378
550,2025-01-03,4977.89604
550,2025-01-06,-999.99606
550,2025-01-07,7372.0252
550,2025-01-08,13969.32432
550,2025-01-09,281.34243
550,2025-01-10,8484.32852
550,2025-01-11,0.0
550,2025-01-13,2993.84156
550,2025-01-14,-999.99846
550,2025-01-15,903.04837
550,2025-01-16,702.9922
550,2025-01-17,40.74396
550,2025-01-20,-957.80441
550,2025-01-21,99.93322
550,2025-01-22,-999.9986
550,2025-01-23,-999.99871
550,2025-01-24,-999.99864
550,2025-01-27,870.45376
550,2025-01-28,5045.75792
550,2025-01-29,4713.46461
550,2025-01-30,3848.70722
550,2025-01-31,-999.99511
550,2025-02-03,-674.20795
550,2025-02-04,745.02023
550,2025-02-05,1886.93383
550,2025-02-06,1221.84234
550,2025-02-07,-110.74387
550,2025-02-10,1155.19024
550,2025-02-11,-56.07978
550,2025-02-12,0.0028
550,2025-02-13,-951.45149
550,2025-02-14,-999.99959
550,2025-02-17,244.23664
550,2025-02-18,179.86025
550,2025-02-19,-999.99921
550,2025-02-20,871.71723
550,2025-02-21,1619.95637
550,2025-02-24,3105.75103
550,2025-02-25,4098.81501
550,2025-02-26,6272.84666
550,2025-02-27,-827.81373
550,2025-02-28,7918.79211
550,2025-03-03,1180.32534
550,2025-03-04,7331.70616
550,2025-03-05,1437.87812
550,2025-03-06,5395.73309
550,2025-03-07,1614.56844
550,2025-03-10,4303.93745
550,2025-03-11,956.65146
550,2025-03-12,4269.91116
550,2025-03-13,-411.55401
550,2025-03-14,1939.1574
550,2025-03-17,539.95759
550,2025-03-18,1070.11866
550,2025-03-19,-523.23071
550,2025-03-20,301.8426
