time,fill_time,exit_time,dir,entry,sl,tp,outcome,profit,reason
2026-02-27 07:25,2026-02-27 09:05,2026-02-27 09:20,SELL,5197.85,5200.44,5189.09,TP,8.56,"Bat @D (AB/XA 0.555, BC/AB 0.715, AD=0.886XA)"
2026-02-27 12:00,2026-02-27 15:20,2026-02-27 15:30,BUY,5175.52,5173.83,5181.26,TP,5.54,"Bat @D (AB/XA 0.520, BC/AB 0.805, AD=0.886XA)"
2026-03-02 09:50,2026-03-02 13:45,2026-03-02 14:05,SELL,5383.17,5392.21,5352.57,SL,-9.24,"Bat @D (AB/XA 0.400, BC/AB 0.610, AD=0.886XA)"
2026-03-02 10:40,2026-03-02 13:45,2026-03-02 14:05,SELL,5383.17,5392.21,5352.57,SL,-9.24,"Bat @D (AB/XA 0.400, BC/AB 0.610, AD=0.886XA)"
2026-03-03 00:20,2026-03-03 02:05,2026-03-03 03:05,SELL,5329.98,5338.8,5303.5,SL,-9.02,"Gartley @D (AB/XA 0.610, BC/AB 0.511, AD=0.786XA)"
2026-03-03 20:50,2026-03-03 21:40,2026-03-03 21:40,BUY,5092.15,5076.97,5143.51,SL,-15.38,"Bat @D (AB/XA 0.529, BC/AB 0.496, AD=0.886XA)"
2026-03-04 12:00,2026-03-04 19:00,2026-03-04 19:15,SELL,5204.04,5208.98,5180.1,TP,23.74,"Butterfly @D (AB/XA 0.800, BC/AB 0.733, AD=1.27XA)"
2026-03-04 12:50,2026-03-04 13:05,2026-03-04 13:05,BUY,5130.73,5126.78,5149.87,SL,-4.15,"Butterfly @D (AB/XA 0.733, BC/AB 0.502, AD=1.27XA)"
2026-03-05 00:00,2026-03-05 00:20,2026-03-05 00:20,BUY,5125.58,5122.67,5139.67,SL,-3.11,"Butterfly @D (AB/XA 0.831, BC/AB 0.860, AD=1.27XA)"
2026-03-05 11:05,2026-03-05 11:25,2026-03-05 11:25,BUY,5178.81,5176.77,5184.97,SL,-2.24,"Gartley @D (AB/XA 0.655, BC/AB 0.713, AD=0.786XA)"
2026-03-05 18:20,2026-03-05 20:20,2026-03-05 20:20,BUY,5126.22,5121.95,5146.9,SL,-4.47,"Butterfly @D (AB/XA 0.799, BC/AB 0.636, AD=1.27XA)"
2026-03-06 11:35,2026-03-06 12:00,2026-03-06 12:00,BUY,5126.32,5124.38,5132.13,SL,-2.14,"Gartley @D (AB/XA 0.640, BC/AB 0.582, AD=0.786XA)"
2026-03-06 18:30,2026-03-06 20:30,2026-03-06 20:30,SELL,5109.18,5112.95,5096.41,SL,-3.97,"Bat @D (AB/XA 0.460, BC/AB 0.721, AD=0.886XA)"
2026-03-06 23:35,2026-03-09 06:35,2026-03-09 06:35,BUY,5094.4,5085.7,5123.85,SL,-8.9,"Bat @D (AB/XA 0.426, BC/AB 0.504, AD=0.886XA)"
2026-03-07 00:45,2026-03-07 01:40,2026-03-07 01:40,SELL,5160.42,5163.12,5147.29,SL,-2.9,"Butterfly @D (AB/XA 0.816, BC/AB 0.870, AD=1.27XA)"
2026-03-09 15:05,2026-03-10 02:20,2026-03-10 02:20,SELL,5134.52,5139.7,5116.98,SL,-5.38,"Bat @D (AB/XA 0.372, BC/AB 0.736, AD=0.886XA)"
2026-03-09 17:30,2026-03-09 20:40,2026-03-09 20:40,BUY,5074.99,5070.46,5096.98,TP,21.79,"Butterfly @D (AB/XA 0.794, BC/AB 0.404, AD=1.27XA)"
2026-03-10 21:40,2026-03-11 01:15,2026-03-11 01:15,BUY,5176.65,5170.01,5196.57,SL,-6.84,"Gartley @D (AB/XA 0.652, BC/AB 0.663, AD=0.786XA)"
2026-03-10 23:45,2026-03-11 01:15,2026-03-11 01:15,BUY,5207.37,5203.84,5219.3,SL,-3.73,"Bat @D (AB/XA 0.452, BC/AB 0.804, AD=0.886XA)"
2026-03-11 02:55,2026-03-11 08:00,2026-03-11 09:05,SELL,5219.43,5226.88,5197.06,TP,22.17,"Gartley @D (AB/XA 0.627, BC/AB 0.596, AD=0.786XA)"
2026-03-11 03:45,2026-03-11 07:25,2026-03-11 07:50,SELL,5215.07,5217.85,5201.56,SL,-2.98,"Butterfly @D (AB/XA 0.727, BC/AB 0.409, AD=1.27XA)"
2026-03-11 11:35,2026-03-11 14:35,2026-03-11 15:25,BUY,5186.97,5184.33,5199.8,SL,-2.84,"Butterfly @D (AB/XA 0.801, BC/AB 0.436, AD=1.27XA)"
2026-03-11 12:25,2026-03-11 14:35,2026-03-11 15:25,BUY,5186.97,5184.33,5199.8,SL,-2.84,"Butterfly @D (AB/XA 0.801, BC/AB 0.436, AD=1.27XA)"
2026-03-11 17:30,2026-03-11 17:40,2026-03-11 17:45,BUY,5177.94,5175.76,5185.29,TP,7.15,"Bat @D (AB/XA 0.494, BC/AB 0.828, AD=0.886XA)"
2026-03-13 17:10,2026-03-13 21:50,2026-03-13 21:50,BUY,5065.64,5062.09,5077.67,SL,-3.75,"Bat @D (AB/XA 0.389, BC/AB 0.792, AD=0.886XA)"
2026-03-14 02:35,2026-03-14 02:40,2026-03-14 02:40,BUY,5028.72,5024.25,5042.13,SL,-4.67,"Gartley @D (AB/XA 0.620, BC/AB 0.493, AD=0.786XA)"
2026-03-18 22:40,2026-03-19 02:00,2026-03-19 02:50,BUY,4847.21,4841.18,4865.31,SL,-6.23,"Gartley @D (AB/XA 0.629, BC/AB 0.613, AD=0.786XA)"
2026-03-18 23:30,2026-03-18 23:50,2026-03-18 23:55,SELL,4886.48,4890.27,4875.09,SL,-3.99,"Gartley @D (AB/XA 0.613, BC/AB 0.819, AD=0.786XA)"
2026-03-20 00:30,2026-03-20 02:10,2026-03-20 05:05,SELL,4658.32,4665.57,4623.15,SL,-7.45,"Butterfly @D (AB/XA 0.832, BC/AB 0.872, AD=1.27XA)"
2026-03-23 09:15,2026-03-23 19:55,2026-03-23 20:15,SELL,4489.48,4511.01,4424.82,TP,64.46,"Gartley @D (AB/XA 0.622, BC/AB 0.546, AD=0.786XA)"
2026-03-23 10:05,2026-03-23 19:55,2026-03-23 20:15,SELL,4489.48,4511.01,4424.82,TP,64.46,"Gartley @D (AB/XA 0.622, BC/AB 0.546, AD=0.786XA)"
2026-03-23 10:55,2026-03-23 19:55,2026-03-23 20:15,SELL,4489.48,4511.01,4424.82,TP,64.46,"Gartley @D (AB/XA 0.622, BC/AB 0.546, AD=0.786XA)"
2026-03-23 12:10,2026-03-23 18:10,2026-03-23 18:10,SELL,4440.63,4452.57,4400.24,SL,-12.14,"Bat @D (AB/XA 0.393, BC/AB 0.677, AD=0.886XA)"
2026-03-23 17:55,2026-03-23 18:00,2026-03-23 18:05,SELL,4290.26,4298.72,4264.85,SL,-8.66,"Gartley @D (AB/XA 0.602, BC/AB 0.657, AD=0.786XA)"
2026-03-24 19:10,2026-03-25 03:20,2026-03-25 03:20,SELL,4460.22,4466.93,4427.66,TP,32.36,"Butterfly @D (AB/XA 0.843, BC/AB 0.720, AD=1.27XA)"
2026-03-25 00:05,2026-03-25 00:30,2026-03-25 00:30,BUY,4387.15,4383.72,4403.81,SL,-3.63,"Butterfly @D (AB/XA 0.818, BC/AB 0.885, AD=1.27XA)"
2026-03-25 00:55,2026-03-25 01:00,2026-03-25 01:20,BUY,4387.15,4383.72,4403.81,TP,16.46,"Butterfly @D (AB/XA 0.818, BC/AB 0.885, AD=1.27XA)"
2026-03-26 00:30,2026-03-26 02:05,2026-03-26 02:05,BUY,4529.73,4525.66,4543.51,SL,-4.27,"Bat @D (AB/XA 0.502, BC/AB 0.765, AD=0.886XA)"
2026-03-26 11:00,2026-03-26 12:45,2026-03-26 12:45,BUY,4474.08,4468.56,4500.89,SL,-5.72,"Butterfly @D (AB/XA 0.799, BC/AB 0.425, AD=1.27XA)"
2026-03-27 07:00,2026-03-27 07:50,2026-03-27 07:55,BUY,4382.0,4377.76,4394.73,SL,-4.44,"Gartley @D (AB/XA 0.596, BC/AB 0.710, AD=0.786XA)"
2026-03-28 02:50,2026-03-28 03:50,2026-03-30 06:05,BUY,4491.32,4487.1,4505.61,SL,-4.42,"Bat @D (AB/XA 0.507, BC/AB 0.884, AD=0.886XA)"
2026-03-30 09:15,2026-03-30 11:05,2026-03-30 11:20,SELL,4502.4,4511.74,4470.78,SL,-9.54,"Bat @D (AB/XA 0.505, BC/AB 0.768, AD=0.886XA)"
2026-03-30 18:10,2026-03-30 21:55,2026-03-30 21:55,BUY,4521.07,4518.58,4528.53,SL,-2.69,"Gartley @D (AB/XA 0.675, BC/AB 0.869, AD=0.786XA)"
2026-03-30 23:40,2026-03-31 09:20,2026-03-31 09:20,SELL,4572.92,4579.75,4549.8,SL,-7.03,"Bat @D (AB/XA 0.454, BC/AB 0.600, AD=0.886XA)"
2026-03-31 01:05,2026-03-31 01:30,2026-03-31 01:55,BUY,4516.15,4512.94,4531.7,SL,-3.41,"Butterfly @D (AB/XA 0.755, BC/AB 0.669, AD=1.27XA)"
2026-03-31 02:00,2026-03-31 02:05,2026-03-31 02:25,BUY,4516.15,4512.94,4531.7,SL,-3.41,"Butterfly @D (AB/XA 0.755, BC/AB 0.669, AD=1.27XA)"
2026-03-31 14:50,2026-03-31 18:35,2026-03-31 18:35,BUY,4538.94,4535.58,4555.27,SL,-3.56,"Butterfly @D (AB/XA 0.840, BC/AB 0.437, AD=1.27XA)"
2026-03-31 18:10,2026-03-31 18:35,2026-03-31 18:35,BUY,4534.91,4531.73,4550.29,TP,15.18,"Butterfly @D (AB/XA 0.784, BC/AB 0.491, AD=1.27XA)"
2026-04-01 18:35,2026-04-01 18:45,2026-04-01 19:05,SELL,4737.31,4740.04,4728.08,SL,-2.93,"Bat @D (AB/XA 0.536, BC/AB 0.854, AD=0.886XA)"
2026-04-01 21:05,2026-04-02 09:25,2026-04-02 09:25,BUY,4702.45,4697.69,4725.52,SL,-4.96,"Butterfly @D (AB/XA 0.803, BC/AB 0.758, AD=1.27XA)"
2026-04-06 19:00,2026-04-07 01:10,2026-04-07 03:15,BUY,4652.12,4645.96,4672.96,SL,-6.36,"Bat @D (AB/XA 0.335, BC/AB 0.522, AD=0.886XA)"
2026-04-07 11:45,2026-04-07 16:20,2026-04-07 16:20,SELL,4677.34,4682.12,4654.14,SL,-4.98,"Butterfly @D (AB/XA 0.783, BC/AB 0.384, AD=1.27XA)"
2026-04-07 14:40,2026-04-07 14:55,2026-04-07 15:25,SELL,4655.39,4659.49,4643.11,TP,12.08,"Gartley @D (AB/XA 0.631, BC/AB 0.431, AD=0.786XA)"
2026-04-07 18:35,2026-04-07 19:00,2026-04-07 19:10,BUY,4649.2,4643.43,4666.51,SL,-5.97,"Gartley @D (AB/XA 0.617, BC/AB 0.605, AD=0.786XA)"
2026-04-07 21:10,2026-04-08 03:20,2026-04-08 03:20,SELL,4694.32,4699.46,4669.4,SL,-5.34,"Butterfly @D (AB/XA 0.807, BC/AB 0.568, AD=1.27XA)"
2026-04-07 22:20,2026-04-07 22:55,2026-04-07 22:55,BUY,4637.95,4633.81,4650.4,SL,-4.34,"Gartley @D (AB/XA 0.568, BC/AB 0.685, AD=0.786XA)"
2026-04-09 12:50,2026-04-09 15:05,2026-04-09 15:05,SELL,4726.97,4729.73,4718.68,TP,8.09,"Gartley @D (AB/XA 0.654, BC/AB 0.495, AD=0.786XA)"
2026-04-10 13:20,2026-04-10 22:15,2026-04-10 22:25,SELL,4787.58,4791.48,4768.65,SL,-4.1,"Butterfly @D (AB/XA 0.840, BC/AB 0.410, AD=1.27XA)"
2026-04-10 14:10,2026-04-10 15:00,2026-04-10 15:15,BUY,4741.76,4738.48,4752.85,TP,10.89,"Bat @D (AB/XA 0.410, BC/AB 0.883, AD=0.886XA)"
2026-04-10 15:00,2026-04-10 16:40,2026-04-10 16:45,BUY,4741.76,4738.48,4752.85,SL,-3.48,"Bat @D (AB/XA 0.410, BC/AB 0.883, AD=0.886XA)"
2026-04-11 03:40,2026-04-11 04:00,2026-04-11 04:05,BUY,4753.59,4751.38,4761.08,SL,-2.41,"Bat @D (AB/XA 0.453, BC/AB 0.727, AD=0.886XA)"
2026-04-14 03:25,2026-04-14 03:30,2026-04-14 03:30,SELL,4744.37,4747.04,4736.35,SL,-2.87,"Gartley @D (AB/XA 0.647, BC/AB 0.578, AD=0.786XA)"
2026-04-14 12:10,2026-04-14 18:35,2026-04-14 18:35,BUY,4758.1,4756.6,4765.38,SL,-1.7,"Butterfly @D (AB/XA 0.761, BC/AB 0.550, AD=1.27XA)"
2026-04-14 18:35,2026-04-14 22:15,2026-04-14 22:25,SELL,4803.97,4806.8,4790.24,SL,-3.03,"Butterfly @D (AB/XA 0.775, BC/AB 0.828, AD=1.27XA)"
2026-04-15 07:45,2026-04-15 09:10,2026-04-15 09:10,SELL,4846.75,4848.47,4841.6,SL,-1.92,"Gartley @D (AB/XA 0.640, BC/AB 0.833, AD=0.786XA)"
2026-04-15 18:45,2026-04-15 21:20,2026-04-15 21:25,SELL,4817.54,4820.97,4805.94,SL,-3.63,"Bat @D (AB/XA 0.464, BC/AB 0.791, AD=0.886XA)"
2026-04-16 02:20,2026-04-16 07:35,2026-04-16 07:45,SELL,4821.2,4825.54,4808.18,SL,-4.54,"Gartley @D (AB/XA 0.590, BC/AB 0.873, AD=0.786XA)"
2026-04-16 03:10,2026-04-16 07:35,2026-04-16 07:45,SELL,4821.2,4825.54,4808.18,SL,-4.54,"Gartley @D (AB/XA 0.590, BC/AB 0.873, AD=0.786XA)"
2026-04-17 00:20,2026-04-17 09:10,2026-04-17 09:10,BUY,4777.78,4773.81,4791.23,SL,-4.17,"Bat @D (AB/XA 0.369, BC/AB 0.813, AD=0.886XA)"
2026-04-17 07:05,2026-04-17 08:00,2026-04-17 08:05,BUY,4788.86,4787.7,4792.36,SL,-1.36,"Gartley @D (AB/XA 0.607, BC/AB 0.833, AD=0.786XA)"
2026-04-17 12:10,2026-04-17 14:15,2026-04-17 14:20,BUY,4786.03,4784.68,4790.62,SL,-1.55,"Bat @D (AB/XA 0.444, BC/AB 0.784, AD=0.886XA)"
