signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-01-30T22:00:00+07:00,2026-01-30T22:10:00+07:00,SELL,5007.97,5039.08,4790.2,SL,-31.31,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.49, previous=0.91, efficiency=0.90, volume=1.20x; short risk=0.99ATR, target=7.00R"
2026-02-02T08:20:00+07:00,2026-02-02T08:35:00+07:00,SELL,4677.7,4716.14,4408.61,SL,-38.64,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.96, previous=0.80, efficiency=0.64, volume=1.18x; short risk=0.85ATR, target=7.00R"
2026-02-06T07:10:00+07:00,2026-02-06T07:25:00+07:00,SELL,4693.01,4708.31,4585.91,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.56, previous=0.82, efficiency=0.95, volume=1.29x; short risk=0.93ATR, target=7.00R"
2026-02-09T20:35:00+07:00,2026-02-09T21:00:00+07:00,SELL,5005.3,5011.05,4965.05,SL,-5.95,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.55, previous=1.08, efficiency=0.74, volume=1.62x; short risk=0.62ATR, target=7.00R"
2026-02-19T21:10:00+07:00,2026-02-19T21:15:00+07:00,SELL,4976.16,4981.06,4941.85,SL,-5.1,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.89, previous=0.93, efficiency=0.67, volume=1.72x; short risk=0.67ATR, target=7.00R"
2026-02-23T07:15:00+07:00,2026-02-23T07:20:00+07:00,SELL,5136.07,5142.63,5090.14,SL,-6.76,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.63, previous=0.87, efficiency=0.63, volume=1.89x; short risk=0.51ATR, target=7.00R"
2026-03-05T12:55:00+07:00,2026-03-05T13:05:00+07:00,SELL,5154.23,5160.95,5107.18,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.75, previous=0.72, efficiency=0.87, volume=1.42x; short risk=1.19ATR, target=7.00R"
2026-03-06T15:25:00+07:00,2026-03-06T15:35:00+07:00,SELL,5104.85,5111.15,5060.75,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.68, previous=0.60, efficiency=1.00, volume=1.40x; short risk=1.15ATR, target=7.00R"
2026-03-10T14:20:00+07:00,2026-03-10T14:30:00+07:00,SELL,5163.85,5169.79,5122.27,SL,-6.14,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.78, previous=0.56, efficiency=0.65, volume=1.08x; short risk=1.23ATR, target=7.00R"
2026-03-11T19:55:00+07:00,2026-03-11T20:05:00+07:00,SELL,5172.02,5178.33,5127.85,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.64, previous=0.91, efficiency=0.80, volume=1.93x; short risk=0.85ATR, target=7.00R"
2026-03-17T13:20:00+07:00,2026-03-17T13:30:00+07:00,SELL,5009.68,5015.18,4971.18,SL,-5.7,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.11, previous=0.77, efficiency=0.67, volume=1.88x; short risk=0.83ATR, target=7.00R"
2026-03-18T15:00:00+07:00,2026-03-18T15:10:00+07:00,SELL,4994.66,4997.39,4975.54,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.57, previous=0.72, efficiency=0.64, volume=1.32x; short risk=0.69ATR, target=7.00R"
2026-03-18T18:00:00+07:00,2026-03-18T18:15:00+07:00,SELL,4963.54,4970.78,4912.86,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.80, previous=1.05, efficiency=0.93, volume=1.79x; short risk=1.12ATR, target=7.00R"
2026-03-19T20:05:00+07:00,2026-03-19T20:20:00+07:00,SELL,4546.6,4569.24,4388.12,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.27, previous=0.69, efficiency=0.68, volume=1.34x; short risk=0.95ATR, target=7.00R"
2026-03-20T21:05:00+07:00,2026-03-20T23:20:00+07:00,SELL,4611.52,4624.78,4518.7,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.08, previous=1.09, efficiency=0.74, volume=1.46x; short risk=0.90ATR, target=7.00R"
2026-03-23T07:10:00+07:00,2026-03-23T07:35:00+07:00,SELL,4442.03,4451.42,4376.29,TP,65.54,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.95, previous=0.64, efficiency=0.80, volume=1.38x; short risk=0.55ATR, target=7.00R"
2026-04-02T21:20:00+07:00,2026-04-02T21:25:00+07:00,SELL,4589.33,4599.56,4517.71,SL,-10.43,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.01, previous=0.46, efficiency=0.66, volume=1.73x; short risk=0.83ATR, target=7.00R"
2026-04-08T15:00:00+07:00,2026-04-08T15:25:00+07:00,SELL,4815.71,4822.14,4770.69,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.49, previous=1.08, efficiency=0.70, volume=1.33x; short risk=0.82ATR, target=7.00R"
2026-04-08T16:40:00+07:00,2026-04-08T17:25:00+07:00,SELL,4797.63,4805.84,4740.16,SL,-8.41,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.51, previous=0.92, efficiency=0.72, volume=1.02x; short risk=1.14ATR, target=7.00R"
2026-04-15T17:25:00+07:00,2026-04-15T18:05:00+07:00,SELL,4801.01,4805.45,4769.93,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.80, previous=0.79, efficiency=0.90, volume=1.24x; short risk=0.73ATR, target=7.00R"
2026-04-20T20:50:00+07:00,2026-04-20T21:05:00+07:00,SELL,4804.6,4808.59,4776.67,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.46, previous=1.05, efficiency=0.63, volume=1.71x; short risk=0.61ATR, target=7.00R"
2026-04-29T09:25:00+07:00,2026-04-29T09:35:00+07:00,SELL,4583.11,4586.7,4557.97,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=3.16, previous=0.87, efficiency=0.69, volume=3.50x; short risk=0.60ATR, target=7.00R"
2026-04-29T20:50:00+07:00,2026-04-29T23:35:00+07:00,SELL,4550.4,4556.7,4506.29,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.60, previous=0.64, efficiency=0.77, volume=1.31x; short risk=1.20ATR, target=7.00R"
2026-05-01T15:45:00+07:00,2026-05-01T16:30:00+07:00,SELL,4584.2,4586.75,4566.34,TP,17.66,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.47, previous=0.75, efficiency=0.80, volume=1.39x; short risk=0.50ATR, target=7.00R"
2026-05-04T09:25:00+07:00,2026-05-04T09:30:00+07:00,SELL,4596.36,4599.31,4575.7,SL,-3.15,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.66, previous=0.78, efficiency=0.87, volume=1.96x; short risk=0.52ATR, target=7.00R"
2026-05-08T15:35:00+07:00,2026-05-08T15:50:00+07:00,SELL,4710.11,4712.72,4691.83,SL,-2.81,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.48, previous=0.56, efficiency=0.69, volume=1.66x; short risk=0.38ATR, target=7.00R"
