days,date,total
90,2026-02-09,947.3148
90,2026-02-10,0.0
90,2026-02-11,1051.33974
90,2026-02-12,-999.89627
90,2026-02-13,8202.04727
90,2026-02-16,-372.95032
90,2026-02-17,-235.35126
90,2026-02-18,-558.4827
90,2026-02-19,6188.32567
90,2026-02-20,257.42612
90,2026-02-21,500.13
90,2026-02-23,-940.52775
90,2026-02-24,14963.44009
90,2026-02-25,1177.91985
90,2026-02-26,6450.08891
90,2026-02-27,4171.94567
90,2026-02-28,211.24
90,2026-03-02,4958.2714
90,2026-03-03,108848.17478
90,2026-03-04,1668.3577
90,2026-03-05,27369.55673
90,2026-03-06,-980.95988
90,2026-03-07,46.62
90,2026-03-09,-984.41743
90,2026-03-10,-999.93595
90,2026-03-11,10240.31695
90,2026-03-12,9272.15028
90,2026-03-13,3323.16637
90,2026-03-16,812.16286
90,2026-03-17,11260.72061
90,2026-03-18,17544.58375
90,2026-03-19,-27.7222
90,2026-03-20,-999.90672
90,2026-03-21,35.2
90,2026-03-23,534.16
90,2026-03-24,-10.56087
90,2026-03-25,-977.76714
90,2026-03-26,12196.43438
90,2026-03-27,1657.30268
90,2026-03-30,-999.99774
90,2026-03-31,-368.34712
90,2026-04-01,1804.32272
90,2026-04-02,12729.10695
90,2026-04-03,-151.4205
90,2026-04-06,-999.95401
90,2026-04-07,35457.73158
90,2026-04-08,-999.9999
90,2026-04-09,2465.69229
90,2026-04-10,4154.90941
90,2026-04-11,-13.96
90,2026-04-13,603.02121
90,2026-04-14,-998.34684
90,2026-04-15,8019.74529
90,2026-04-16,14544.61827
90,2026-04-17,10730.42419
90,2026-04-18,109.92
90,2026-04-20,-961.41175
90,2026-04-21,27866.58391
90,2026-04-22,7094.06402
90,2026-04-23,-999.99849
90,2026-04-24,8768.04155
90,2026-04-25,-42.15
90,2026-04-27,16803.34169
90,2026-04-28,10632.71631
90,2026-04-29,15283.59982
90,2026-04-30,-569.67121
90,2026-05-01,3380.77622
90,2026-05-04,5055.30463
90,2026-05-05,1663.89303
90,2026-05-06,2403.96314
90,2026-05-07,5683.98941
90,2026-05-08,829.67528
90,2026-05-09,75.97
90,2026-05-11,-188.59626
90,2026-05-12,15037.73343
90,2026-05-13,117.5327
90,2026-05-14,-935.00554
90,2026-05-15,11187.39526
90,2026-05-16,-34.79
90,2026-05-18,753.33234
90,2026-05-19,22352.88915
90,2026-05-20,-999.98821
90,2026-05-21,6581.53168
90,2026-05-22,-732.22661
90,2026-05-23,-29.07
90,2026-05-25,3554.91799
90,2026-05-26,24125.33609
