signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-18T08:25:00+07:00,2026-05-18T08:30:00+07:00,SELL,4517.74,4521.97,4488.12,TP,29.42,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.46, previous=0.65, efficiency=0.81, volume=2.08x; short risk=0.56ATR, target=7.00R"
2026-05-20T10:50:00+07:00,2026-05-20T11:00:00+07:00,SELL,4463.96,4467.38,4440.02,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.46, previous=1.06, efficiency=0.76, volume=1.14x; short risk=0.40ATR, target=7.00R"
2026-05-21T18:35:00+07:00,2026-05-21T18:45:00+07:00,SELL,4512.84,4518.94,4470.14,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.51, previous=0.71, efficiency=0.88, volume=1.31x; short risk=1.00ATR, target=7.00R"
2026-05-22T09:05:00+07:00,2026-05-22T09:15:00+07:00,SELL,4527.22,4531.74,4495.58,SL,-4.72,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.71, previous=0.93, efficiency=0.70, volume=2.78x; short risk=0.95ATR, target=7.00R"
2026-05-27T21:15:00+07:00,2026-05-27T21:25:00+07:00,SELL,4415.53,4423.0,4363.23,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.77, previous=1.04, efficiency=0.82, volume=1.54x; short risk=0.66ATR, target=7.00R"
2026-06-02T20:50:00+07:00,2026-06-02T21:05:00+07:00,SELL,4517.76,4521.94,4488.5,BE,-0.2,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.60, previous=0.88, efficiency=0.99, volume=1.30x; short risk=0.92ATR, target=7.00R"
2026-06-02T22:15:00+07:00,2026-06-02T22:45:00+07:00,SELL,4498.9,4506.08,4448.63,SL,-7.38,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.76, previous=0.91, efficiency=0.78, volume=1.79x; short risk=1.21ATR, target=7.00R"
2026-06-03T07:35:00+07:00,2026-06-03T07:40:00+07:00,SELL,4465.8,4468.81,4444.72,SL,-3.21,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=1.97, previous=0.87, efficiency=1.00, volume=1.55x; short risk=0.56ATR, target=7.00R"
2026-06-05T21:55:00+07:00,2026-06-08T13:30:00+07:00,SELL,4375.72,4387.61,4292.49,TP,83.03,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.00, previous=0.98, efficiency=0.94, volume=2.66x; short risk=1.01ATR, target=7.00R"
2026-06-08T13:45:00+07:00,2026-06-08T13:50:00+07:00,SELL,4288.5,4293.33,4254.69,SL,-5.03,S140 SELL Downside RV Continuation 7R,"Asymmetric downside clustering; SELL short/long RV=2.80, previous=0.99, efficiency=0.64, volume=1.38x; short risk=0.60ATR, target=7.00R"
