signal_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-05-19T21:35:00+07:00,2026-05-19T21:40:00+07:00,BUY,4476.53,4470.5,4518.74,SL,-6.23,S149 BUY Extreme Wick Rejection 7R,Range=1.53ATR above q0.9; volume=2671 above empirical threshold; close location=0.77
2026-05-21T13:30:00+07:00,2026-05-21T14:20:00+07:00,BUY,4520.81,4518.3,4538.39,TP,17.38,S149 BUY Extreme Wick Rejection 7R,Range=2.25ATR above q0.9; volume=1727 above empirical threshold; close location=0.85
2026-05-26T07:35:00+07:00,2026-05-26T07:45:00+07:00,BUY,4557.96,4554.9,4579.39,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.98ATR above q0.9; volume=1225 above empirical threshold; close location=0.89
2026-05-26T20:30:00+07:00,2026-05-26T20:40:00+07:00,BUY,4503.42,4500.0,4527.36,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=1.53ATR above q0.9; volume=1604 above empirical threshold; close location=0.99
2026-05-27T19:10:00+07:00,2026-05-27T19:20:00+07:00,BUY,4446.55,4442.67,4473.71,SL,-4.08,S149 BUY Extreme Wick Rejection 7R,Range=1.14ATR above q0.9; volume=1410 above empirical threshold; close location=0.94
2026-05-27T21:45:00+07:00,2026-05-27T21:50:00+07:00,SELL,4424.35,4429.52,4388.16,SL,-5.37,S149 SELL Extreme Wick Rejection 7R,Range=0.91ATR above q0.9; volume=2189 above empirical threshold; close location=0.19
2026-05-28T22:30:00+07:00,2026-05-28T22:40:00+07:00,SELL,4464.47,4469.17,4431.57,SL,-4.9,S149 SELL Extreme Wick Rejection 7R,Range=0.97ATR above q0.9; volume=2114 above empirical threshold; close location=0.03
2026-05-28T22:45:00+07:00,2026-05-28T23:00:00+07:00,SELL,4474.72,4481.72,4425.72,BE,-0.2,S149 SELL Extreme Wick Rejection 7R,Range=1.12ATR above q0.9; volume=2246 above empirical threshold; close location=0.13
2026-06-02T20:30:00+07:00,2026-06-02T20:40:00+07:00,BUY,4524.92,4521.37,4549.78,BE,-0.2,S149 BUY Extreme Wick Rejection 7R,Range=2.44ATR above q0.9; volume=1004 above empirical threshold; close location=0.82
2026-06-02T21:40:00+07:00,2026-06-02T22:15:00+07:00,SELL,4512.72,4515.05,4496.41,TP,16.11,S149 SELL Extreme Wick Rejection 7R,Range=1.05ATR above q0.9; volume=1680 above empirical threshold; close location=0.11
