days,date,total
550,2024-05-28,575.40169
550,2024-05-29,4461.46774
550,2024-05-30,-663.62546
550,2024-05-31,1382.32026
550,2024-06-03,1981.1038
550,2024-06-04,-719.31341
550,2024-06-05,329.27723
550,2024-06-06,-829.86694
550,2024-06-07,-999.99872
550,2024-06-10,4494.1214
550,2024-06-11,-131.5153
550,2024-06-12,2985.17392
550,2024-06-13,1360.18425
550,2024-06-14,2634.50148
550,2024-06-17,-701.79697
550,2024-06-18,355.33566
550,2024-06-19,106.35752
550,2024-06-20,71.53326
550,2024-06-21,5440.16508
550,2024-06-24,1863.30171
550,2024-06-25,-543.39426
550,2024-06-26,4302.63284
550,2024-06-27,4103.70192
550,2024-06-28,-901.98177
550,2024-07-01,-935.76008
550,2024-07-02,-928.04783
550,2024-07-03,7706.95415
550,2024-07-04,1509.50698
550,2024-07-05,837.30878
550,2024-07-06,0.0
550,2024-07-08,8868.88525
550,2024-07-09,-999.99646
550,2024-07-10,3521.22104
550,2024-07-11,4050.66492
550,2024-07-12,3942.28169
550,2024-07-15,-999.99619
550,2024-07-16,5192.71652
550,2024-07-17,-999.99713
550,2024-07-18,2209.0483
550,2024-07-19,1074.83023
550,2024-07-22,4976.29491
550,2024-07-23,-999.99726
550,2024-07-24,-881.03454
550,2024-07-25,2734.34998
550,2024-07-26,2600.42031
550,2024-07-29,4362.28679
550,2024-07-30,606.20747
550,2024-07-31,-999.9953
550,2024-08-01,1661.63971
550,2024-08-02,-999.99562
550,2024-08-05,608.6774
550,2024-08-06,-795.562
550,2024-08-07,4890.3766
550,2024-08-08,-818.85125
550,2024-08-09,2455.43306
550,2024-08-12,-995.63976
550,2024-08-13,2826.0474
550,2024-08-14,-999.99587
550,2024-08-15,361.36624
550,2024-08-16,2956.6849
550,2024-08-19,5195.50474
550,2024-08-20,402.67468
550,2024-08-21,3311.42132
550,2024-08-22,-999.99604
550,2024-08-23,-999.9996
550,2024-08-26,1511.55364
550,2024-08-27,1065.70247
550,2024-08-28,2198.34749
550,2024-08-29,3380.8886
550,2024-08-30,3147.66141
550,2024-09-02,658.7211
550,2024-09-03,56.58817
550,2024-09-04,4856.40178
550,2024-09-05,810.60517
550,2024-09-06,-999.99828
550,2024-09-09,-390.69852
550,2024-09-10,2188.47262
550,2024-09-11,-958.04905
550,2024-09-12,2290.00058
550,2024-09-13,-99.64064
550,2024-09-16,4081.8096
550,2024-09-17,-555.22751
550,2024-09-18,-999.9972
550,2024-09-19,366.40138
550,2024-09-20,-624.51291
550,2024-09-23,752.52543
550,2024-09-24,4017.20588
550,2024-09-25,3682.92599
550,2024-09-26,6180.19546
550,2024-09-27,1782.61697
550,2024-09-30,1921.956
550,2024-10-01,5875.61603
550,2024-10-02,462.01512
550,2024-10-03,7227.34063
550,2024-10-04,989.04005
550,2024-10-07,437.16138
550,2024-10-08,3352.73026
550,2024-10-09,-999.99488
550,2024-10-10,-825.48631
550,2024-10-11,9727.88999
550,2024-10-14,22.85901
550,2024-10-15,3836.94111
550,2024-10-16,-497.13972
550,2024-10-17,-999.99044
550,2024-10-18,992.4626
550,2024-10-21,-709.02966
550,2024-10-22,5735.86896
550,2024-10-23,41.09437
550,2024-10-24,2240.44135
550,2024-10-25,3621.65538
550,2024-10-28,5003.5354
550,2024-10-29,-662.84575
550,2024-10-30,1741.58208
550,2024-10-31,3527.27607
550,2024-11-01,4563.80198
550,2024-11-04,3790.69879
550,2024-11-05,1138.63192
550,2024-11-06,1608.87758
550,2024-11-07,1129.14954
550,2024-11-08,4203.5468
550,2024-11-11,-854.91673
550,2024-11-12,2480.82928
550,2024-11-13,1361.14171
550,2024-11-14,-589.22017
550,2024-11-15,-999.99755
550,2024-11-18,1755.0087
550,2024-11-19,-999.9954
550,2024-11-20,-999.99969
550,2024-11-21,-999.99732
550,2024-11-22,2455.33024
550,2024-11-25,404.10672
550,2024-11-26,2328.27145
550,2024-11-27,6104.83969
550,2024-11-28,-999.99541
550,2024-11-29,1215.49386
550,2024-12-02,4678.47062
550,2024-12-03,7742.45368
550,2024-12-04,-665.70539
550,2024-12-05,4266.85989
550,2024-12-06,6258.0753
550,2024-12-07,0.0
550,2024-12-09,3304.75672
550,2024-12-10,1215.35627
550,2024-12-11,3910.70585
550,2024-12-12,-999.99528
550,2024-12-13,-999.98515
550,2024-12-14,0.0
550,2024-12-16,-966.46607
550,2024-12-17,-999.99756
550,2024-12-18,4719.17844
550,2024-12-19,-317.16499
550,2024-12-20,2736.52997
550,2024-12-23,-999.99711
550,2024-12-24,-999.9968
550,2024-12-26,934.70973
550,2024-12-27,-999.99991
550,2024-12-30,774.6637
550,2024-12-31,-999.99807
550,2025-01-02,-999.9951
550,2025-01-03,4977.89604
550,2025-01-06,-999.99606
550,2025-01-07,7372.0252
550,2025-01-08,13969.32432
550,2025-01-09,281.34243
550,2025-01-10,7967.81252
550,2025-01-11,0.0
550,2025-01-13,2629.9756
550,2025-01-14,-999.99846
550,2025-01-15,903.04837
550,2025-01-16,352.72228
550,2025-01-17,402.32136
550,2025-01-20,-117.75641
550,2025-01-21,99.93322
550,2025-01-22,-835.81736
550,2025-01-23,-999.99908
550,2025-01-24,-999.99864
550,2025-01-27,561.74976
550,2025-01-28,5045.75792
550,2025-01-29,4713.46461
550,2025-01-30,3488.05202
550,2025-01-31,-359.09035
550,2025-02-03,-674.20795
550,2025-02-04,290.94023
550,2025-02-05,1886.93383
550,2025-02-06,2415.8889
