days,date,total
550,2024-05-28,4496.34028
550,2024-05-29,4229.552
550,2024-05-30,-498.24477
550,2024-05-31,3922.12625
550,2024-06-03,1704.25349
550,2024-06-04,492.1093
550,2024-06-05,-988.43038
550,2024-06-06,-974.11069
550,2024-06-07,-580.338
550,2024-06-10,5815.57258
550,2024-06-11,-304.50822
550,2024-06-12,4779.75568
550,2024-06-13,1697.80389
550,2024-06-14,2947.25774
550,2024-06-17,-999.99922
550,2024-06-18,6407.88832
550,2024-06-19,-999.99432
550,2024-06-20,15188.72033
550,2024-06-21,6315.64804
550,2024-06-24,2823.91764
550,2024-06-25,1878.99364
550,2024-06-26,6578.48365
550,2024-06-27,0.00548
550,2024-06-28,-999.99716
550,2024-07-01,-999.99866
550,2024-07-02,-999.99765
550,2024-07-03,10602.46963
550,2024-07-04,2565.23486
550,2024-07-05,-834.48897
550,2024-07-06,0.0
550,2024-07-08,12406.63819
550,2024-07-09,4250.42391
550,2024-07-10,5066.31279
550,2024-07-11,6291.90548
550,2024-07-12,9400.88922
550,2024-07-15,945.72783
550,2024-07-16,6460.97344
550,2024-07-17,-999.99779
550,2024-07-18,7141.22546
550,2024-07-19,10941.42659
550,2024-07-22,8765.2889
550,2024-07-23,-999.99552
550,2024-07-24,-203.5326
550,2024-07-25,3347.96406
550,2024-07-26,5036.77583
550,2024-07-29,11292.87076
550,2024-07-30,-938.34109
550,2024-07-31,-999.99944
550,2024-08-01,1350.29063
550,2024-08-02,-999.99532
550,2024-08-05,608.6774
550,2024-08-06,-999.99907
550,2024-08-07,2588.8882
550,2024-08-08,-999.99921
550,2024-08-09,8436.01976
550,2024-08-12,-999.99725
550,2024-08-13,6147.77648
550,2024-08-14,-929.92285
550,2024-08-15,-747.6287
550,2024-08-16,3439.68506
550,2024-08-19,10115.88164
550,2024-08-20,-437.43502
550,2024-08-21,8130.80017
550,2024-08-22,-999.99368
550,2024-08-23,-841.21414
550,2024-08-26,2622.324
550,2024-08-27,1963.73181
550,2024-08-28,4431.95738
550,2024-08-29,5266.36469
550,2024-08-30,7732.71239
550,2024-09-02,932.7173
550,2024-09-03,296.02895
550,2024-09-04,6124.6848
550,2024-09-05,299.62486
550,2024-09-06,-930.70434
550,2024-09-09,2736.35783
550,2024-09-10,8270.00438
550,2024-09-11,-1000.0
550,2024-09-12,1546.17836
550,2024-09-13,-257.17485
550,2024-09-16,7874.93596
550,2024-09-17,-966.60358
550,2024-09-18,770.72878
550,2024-09-19,1139.85605
550,2024-09-20,-999.99864
550,2024-09-23,1922.30467
550,2024-09-24,3374.09942
550,2024-09-25,4087.37188
550,2024-09-26,1739.66646
550,2024-09-27,-999.99802
550,2024-09-30,6227.78484
550,2024-10-01,13117.43224
550,2024-10-02,1248.33408
550,2024-10-03,10819.62179
550,2024-10-04,1041.55334
550,2024-10-07,3235.93251
550,2024-10-08,3248.37706
550,2024-10-09,-936.70584
550,2024-10-10,-345.5585
550,2024-10-11,12365.66993
550,2024-10-14,368.42561
550,2024-10-15,5597.94241
550,2024-10-16,-875.49106
550,2024-10-17,-600.05689
550,2024-10-18,468.91256
550,2024-10-21,-940.50607
550,2024-10-22,7235.93477
550,2024-10-23,41.80207
550,2024-10-24,17727.77138
550,2024-10-25,7172.56339
550,2024-10-28,6363.26948
550,2024-10-29,11.31237
550,2024-10-30,2479.74845
550,2024-10-31,9182.49315
550,2024-11-01,5685.67855
550,2024-11-04,-999.99292
550,2024-11-05,4596.32226
550,2024-11-06,6016.68963
550,2024-11-07,54.10963
550,2024-11-08,4410.98877
550,2024-11-11,-963.86101
550,2024-11-12,2979.2227
550,2024-11-13,6910.88359
550,2024-11-14,-999.99955
550,2024-11-15,-999.99758
550,2024-11-18,2872.21962
550,2024-11-19,-999.99942
550,2024-11-20,-999.99422
550,2024-11-21,-999.99872
550,2024-11-22,8379.0073
550,2024-11-25,2254.13341
550,2024-11-26,3897.12855
550,2024-11-27,8615.4026
550,2024-11-28,-940.29408
550,2024-11-29,2496.74292
550,2024-12-02,9807.17402
550,2024-12-03,11396.43469
550,2024-12-04,-946.24434
550,2024-12-05,7237.16974
550,2024-12-06,9731.06001
550,2024-12-07,0.0
550,2024-12-09,5793.93159
550,2024-12-10,1279.30336
550,2024-12-11,5021.31312
550,2024-12-12,-999.99835
550,2024-12-13,-999.99635
550,2024-12-14,0.0
550,2024-12-16,-999.99872
550,2024-12-17,-950.27817
550,2024-12-18,7896.28926
550,2024-12-19,-290.40327
550,2024-12-20,4962.03897
550,2024-12-23,-988.35011
550,2024-12-24,-999.99479
550,2024-12-26,0.00276
550,2024-12-27,-999.99553
550,2024-12-30,-999.9971
550,2024-12-31,-956.53468
550,2025-01-02,6048.00332
550,2025-01-03,6996.51159
550,2025-01-06,-926.89115
550,2025-01-07,9214.09299
550,2025-01-08,16322.30077
550,2025-01-09,249.64082
550,2025-01-10,9527.03256
550,2025-01-11,0.0
550,2025-01-13,3277.38635
550,2025-01-14,-999.99868
550,2025-01-15,1508.82117
550,2025-01-16,1243.29398
550,2025-01-17,-999.99721
550,2025-01-20,-934.9265
550,2025-01-21,642.21257
550,2025-01-22,-999.9986
550,2025-01-23,-999.9948
550,2025-01-24,-884.33485
550,2025-01-27,1822.41018
550,2025-01-28,7140.04036
550,2025-01-29,5506.82353
550,2025-01-30,4084.7894
550,2025-01-31,-353.79765
550,2025-02-03,-802.97603
550,2025-02-04,984.60879
550,2025-02-05,727.87269
550,2025-02-06,2519.0622
550,2025-02-07,-955.36098
550,2025-02-10,2095.48426
550,2025-02-11,66.70723
550,2025-02-12,0.00127
550,2025-02-13,-446.78163
550,2025-02-14,-999.9963
550,2025-02-17,-430.7394
550,2025-02-18,657.42699
550,2025-02-19,-999.99577
550,2025-02-20,1823.36792
550,2025-02-21,899.26595
550,2025-02-24,5732.18762
550,2025-02-25,5757.92545
550,2025-02-26,11628.9615
550,2025-02-27,147.56747
550,2025-02-28,8732.4567
550,2025-03-03,2438.11503
550,2025-03-04,2717.62611
550,2025-03-05,4372.14971
550,2025-03-06,5496.38301
550,2025-03-07,-840.36207
550,2025-03-10,8014.85799
550,2025-03-11,415.00398
550,2025-03-12,5302.14767
550,2025-03-13,3129.88234
550,2025-03-14,2190.27994
550,2025-03-17,743.20787
550,2025-03-18,334.09645
550,2025-03-19,-626.73569
550,2025-03-20,168.85984
550,2025-03-21,-999.99545
550,2025-03-24,-999.99461
550,2025-03-25,1572.38365
550,2025-03-26,5565.34534
550,2025-03-27,-494.87834
550,2025-03-28,3224.17216
550,2025-03-31,-716.55893
550,2025-04-01,-999.99703
550,2025-04-02,2347.50787
550,2025-04-03,13749.0474
550,2025-04-04,1925.38163
550,2025-04-07,279.36547
550,2025-04-08,1364.74004
550,2025-04-09,1766.51917
550,2025-04-10,504.15327
550,2025-04-11,1700.10576
550,2025-04-14,5617.75839
550,2025-04-15,2554.59299
550,2025-04-16,2666.67889
550,2025-04-17,491.56894
550,2025-04-21,1314.55774
550,2025-04-22,1480.64889
550,2025-04-23,429.43578
550,2025-04-24,2585.35511
550,2025-04-25,16123.05055
550,2025-04-28,2960.47723
550,2025-04-29,1818.0931
550,2025-04-30,6402.53772
550,2025-05-01,12171.5451
550,2025-05-02,-787.30015
550,2025-05-05,-999.99827
550,2025-05-06,2061.4378
550,2025-05-07,1973.60371
550,2025-05-08,4112.07833
550,2025-05-09,1358.07137
550,2025-05-12,-275.52504
550,2025-05-13,1555.10406
550,2025-05-14,11570.51745
550,2025-05-15,445.45062
550,2025-05-16,84.80301
550,2025-05-19,-173.49896
550,2025-05-20,166.40842
550,2025-05-21,-999.99631
550,2025-05-22,4309.87001
550,2025-05-23,5698.01237
550,2025-05-26,-528.8839
550,2025-05-27,2873.18002
550,2025-05-28,-473.05886
550,2025-05-29,897.99951
550,2025-05-30,1561.4121
550,2025-06-02,309.59574
550,2025-06-03,164.60151
550,2025-06-04,-983.21531
550,2025-06-05,277.60282
550,2025-06-06,5902.95349
550,2025-06-09,4838.11972
550,2025-06-10,4763.691
550,2025-06-11,-999.99378
550,2025-06-12,-964.07112
550,2025-06-13,2856.70276
550,2025-06-16,179.31006
550,2025-06-17,-422.39048
550,2025-06-18,5897.48457
