days,date,total
550,2024-05-28,1129.02351
550,2024-05-29,1425.87579
550,2024-05-30,-455.54619
550,2024-05-31,3266.69756
550,2024-06-03,1704.25349
550,2024-06-04,349.13297
550,2024-06-05,-988.43038
550,2024-06-06,-999.99872
550,2024-06-07,-580.338
550,2024-06-10,5605.42446
550,2024-06-11,-304.50822
550,2024-06-12,4591.79172
550,2024-06-13,1697.80389
550,2024-06-14,2936.99725
550,2024-06-17,-999.99922
550,2024-06-18,6581.90864
550,2024-06-19,-181.23624
550,2024-06-20,8780.72033
550,2024-06-21,6394.93179
550,2024-06-24,2875.16106
550,2024-06-25,2016.64406
550,2024-06-26,6437.73261
550,2024-06-27,525.49532
550,2024-06-28,-999.99716
550,2024-07-01,-999.99866
550,2024-07-02,-633.74162
550,2024-07-03,10522.78549
550,2024-07-04,2401.86078
550,2024-07-05,-999.99585
550,2024-07-06,0.0
550,2024-07-08,12449.1303
550,2024-07-09,4328.07368
550,2024-07-10,4498.68639
550,2024-07-11,6171.58418
550,2024-07-12,6895.0926
550,2024-07-15,1128.26577
550,2024-07-16,6310.51312
550,2024-07-17,-921.93059
550,2024-07-18,6444.95078
550,2024-07-19,10494.54353
550,2024-07-22,4956.90552
550,2024-07-23,-666.18672
550,2024-07-24,-695.44404
550,2024-07-25,3712.83799
550,2024-07-26,4860.37994
550,2024-07-29,11168.70936
550,2024-07-30,-848.79709
550,2024-07-31,-999.99944
550,2024-08-01,1244.99375
550,2024-08-02,-999.99532
550,2024-08-05,608.6774
550,2024-08-06,-955.08306
550,2024-08-07,2637.38488
550,2024-08-08,-999.99921
550,2024-08-09,8115.15424
550,2024-08-12,-643.98101
550,2024-08-13,5502.10648
550,2024-08-14,-929.92285
550,2024-08-15,-747.6287
550,2024-08-16,3597.61456
550,2024-08-19,10051.2077
550,2024-08-20,-263.54974
550,2024-08-21,8128.66489
550,2024-08-22,-999.99368
550,2024-08-23,-765.51804
550,2024-08-26,2508.2436
550,2024-08-27,1963.73181
550,2024-08-28,4002.90822
550,2024-08-29,5139.55597
550,2024-08-30,7771.78751
