days,date,total
90,2026-02-09,947.3148
90,2026-02-10,0.0
90,2026-02-11,1051.33974
90,2026-02-12,-478.7563
90,2026-02-13,-57.3709
90,2026-02-16,727.38196
90,2026-02-17,-718.04986
90,2026-02-18,-696.89454
90,2026-02-19,-267.49591
90,2026-02-20,1354.32196
90,2026-02-21,500.13
90,2026-02-23,576.92632
90,2026-02-24,174.15738
90,2026-02-25,-150.1019
90,2026-02-26,2489.48332
90,2026-02-27,-29.2443
90,2026-02-28,211.24
90,2026-03-02,3302.8922
90,2026-03-03,2843.836
90,2026-03-04,-535.92288
90,2026-03-05,-959.68438
90,2026-03-06,241.47824
90,2026-03-07,46.62
90,2026-03-09,-978.3384
90,2026-03-10,477.27975
90,2026-03-11,853.40726
90,2026-03-12,110.5991
90,2026-03-13,388.77024
90,2026-03-16,-711.77478
90,2026-03-17,-987.11361
90,2026-03-18,338.6925
90,2026-03-19,911.69136
90,2026-03-20,-311.02
90,2026-03-21,35.2
90,2026-03-23,534.16
90,2026-03-24,2758.3578
90,2026-03-25,-419.2899
90,2026-03-26,775.72212
90,2026-03-27,-319.52442
90,2026-03-30,745.4758
90,2026-03-31,391.52286
90,2026-04-01,1144.5275
90,2026-04-02,2073.476
90,2026-04-03,-151.4205
90,2026-04-06,-251.59244
90,2026-04-07,742.33758
90,2026-04-08,355.55792
90,2026-04-09,391.32054
90,2026-04-10,863.87896
90,2026-04-11,-13.96
90,2026-04-13,-226.68712
90,2026-04-14,1189.24552
90,2026-04-15,-109.77392
90,2026-04-16,186.45061
90,2026-04-17,617.52835
90,2026-04-18,109.92
90,2026-04-20,880.10193
90,2026-04-21,1033.98616
90,2026-04-22,-733.00023
90,2026-04-23,1572.52652
90,2026-04-24,669.44879
90,2026-04-25,-42.15
90,2026-04-27,852.12305
90,2026-04-28,1021.41427
90,2026-04-29,543.28014
90,2026-04-30,8.66341
90,2026-05-01,266.88027
90,2026-05-04,952.63171
90,2026-05-05,696.57891
90,2026-05-06,852.86085
90,2026-05-07,-707.51317
90,2026-05-08,660.45181
90,2026-05-09,75.97
90,2026-05-11,43.5049
90,2026-05-12,1095.30441
90,2026-05-13,987.8586
90,2026-05-14,711.64585
90,2026-05-15,896.3731
90,2026-05-16,-34.79
90,2026-05-18,820.25067
90,2026-05-19,1032.65462
90,2026-05-20,830.99443
90,2026-05-21,256.83929
90,2026-05-22,540.70881
90,2026-05-23,-29.07
90,2026-05-25,926.94655
90,2026-05-26,720.48593
90,2026-05-27,1376.90039
90,2026-05-28,1273.38572
90,2026-05-29,1022.16307
