entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-14 23:35:00,2026-07-15 00:30:00,SELL,4057.8,,,REV,-70.3,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:30:00,2026-07-15 01:20:00,BUY,4064.63,,,REV,-51.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:20:00,2026-07-15 02:10:00,SELL,4059.67,,,REV,45.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 02:10:00,2026-07-15 03:30:00,BUY,4054.93,,,REV,-29.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 03:30:00,2026-07-15 05:30:00,SELL,4052.2,,,REV,-1.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 05:30:00,2026-07-15 05:45:00,BUY,4052.1,,,REV,-32.9,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 05:45:00,2026-07-15 06:25:00,SELL,4049.01,,,REV,-39.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 06:25:00,2026-07-15 08:15:00,BUY,4052.77,,,REV,21.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 08:15:00,2026-07-15 11:15:00,SELL,4055.13,,,REV,213.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 11:15:00,2026-07-15 11:40:00,BUY,4033.55,,,REV,-36.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 11:40:00,2026-07-15 12:00:00,SELL,4030.11,,,REV,-44.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 12:00:00,2026-07-15 12:10:00,BUY,4034.37,,,REV,-64.0,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 12:10:00,2026-07-15 12:40:00,SELL,4028.17,,,REV,-81.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 12:40:00,2026-07-15 13:20:00,BUY,4036.09,,,REV,-141.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 13:20:00,2026-07-15 13:35:00,SELL,4022.13,,,REV,-67.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 13:35:00,2026-07-15 14:25:00,BUY,4028.67,,,REV,-75.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 14:25:00,2026-07-15 14:55:00,SELL,4021.34,,,REV,-53.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 14:55:00,2026-07-15 15:10:00,BUY,4026.46,,,REV,-62.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 15:10:00,2026-07-15 15:30:00,SELL,4020.41,,,REV,-66.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 15:30:00,2026-07-15 16:25:00,BUY,4026.85,,,REV,18.8,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 16:25:00,2026-07-15 17:10:00,SELL,4028.93,,,REV,-55.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 17:10:00,2026-07-15 17:55:00,BUY,4034.29,,,REV,-73.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 17:55:00,2026-07-15 18:30:00,SELL,4027.13,,,REV,-60.4,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
