entry_time,exit_time,direction,entry,sl,tp,outcome,profit,pattern,reason
2026-07-14 23:13:00,2026-07-14 23:21:00,BUY,4064.63,,,REV,-39.2,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:21:00,2026-07-14 23:32:00,SELL,4060.91,,,REV,-15.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:32:00,2026-07-14 23:34:00,BUY,4062.23,,,REV,-35.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:34:00,2026-07-14 23:43:00,SELL,4058.9,,,REV,-29.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:43:00,2026-07-14 23:49:00,BUY,4061.61,,,REV,-40.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:49:00,2026-07-14 23:55:00,SELL,4057.75,,,REV,-37.7,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:55:00,2026-07-14 23:57:00,BUY,4061.32,,,REV,-16.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-14 23:57:00,2026-07-15 00:00:00,SELL,4059.87,,,REV,-26.0,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:00:00,2026-07-15 00:05:00,BUY,4062.27,,,REV,-28.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:05:00,2026-07-15 00:23:00,SELL,4059.63,,,REV,-3.1,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:23:00,2026-07-15 00:41:00,BUY,4059.74,,,REV,9.9,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:41:00,2026-07-15 00:51:00,SELL,4060.93,,,REV,-20.6,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 00:51:00,2026-07-15 01:09:00,BUY,4062.79,,,REV,-23.4,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:09:00,2026-07-15 01:14:00,SELL,4060.65,,,REV,-9.5,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:14:00,2026-07-15 01:20:00,BUY,4061.4,,,REV,-6.5,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:20:00,2026-07-15 01:29:00,SELL,4060.95,,,REV,17.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:29:00,2026-07-15 01:32:00,BUY,4059.03,,,REV,-26.3,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:32:00,2026-07-15 01:51:00,SELL,4056.6,,,REV,57.8,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 01:51:00,2026-07-15 02:04:00,BUY,4050.62,,,REV,23.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 02:04:00,2026-07-15 02:09:00,SELL,4053.18,,,REV,-18.2,S426 SELL Pivot Reversal Stop,pivot breakout ATR=n/a
2026-07-15 02:09:00,2026-07-15 02:20:00,BUY,4054.8,,,REV,2.6,S426 BUY Pivot Reversal Stop,pivot breakout ATR=n/a
